id,الفعل الماضي,الجذر,باب الصرفي,اللزوم والتعدي,تم تدقيقه,تم إعادة تدقيقه,صحيح (الجذر حقيقي),المرجع ( المصدر ),المصدر
6780,ذَأَحَ,ذءح,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6781,ذَأَرَ,ذءر,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6782,ذَئِرَ,ذءر,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
6783,ذَأَطَ,ذءط,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6784,ذَأَفَ,ذءف,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6785,ذَأَلَ,ذءل,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6786,ذَأَمَ,ذءم,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6787,ذَآ,ذءو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6788,ذَأَى,ذءي,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6789,ذَبَّ,ذبب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6790,ذَبَّ,ذبب,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6791,ذَبَحَ,ذبح,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6792,ذَبَرَ,ذبر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6793,ذَبَرَ,ذبر,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6794,ذَبِرَ,ذبر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6795,ذَبَلَ,ذبل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6796,ذَبُلَ,ذبل,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6797,ذَجَّ,ذجج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6798,ذَجَلَ,ذجل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6799,ذَحَجَ,ذحج,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6800,ذَحَّ,ذحح,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6801,ذَحَقَ,ذحق,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6802,ذَحَا,ذحو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6803,ذَحَا,ذحو,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6804,ذَحَى,ذحي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6805,ذَخَرَ,ذخر,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6806,ذَرَأَ,ذرء,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6807,ذَرِئَ,ذرء,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6808,ذَرَبَ,ذرب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6809,ذَرِبَ,ذرب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6810,ذَرَحَ,ذرح,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6811,ذَرَّ,ذرر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6812,ذَرَّ,ذرر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6813,ذَرِزَ,ذرز,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6814,ذَرَعَ,ذرع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6815,ذَرِعَ,ذرع,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6816,ذَرُعَ,ذرع,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6817,ذَرَفَ,ذرف,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6818,ذَرِفَ,ذرف,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6819,ذَرَقَ,ذرق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6820,ذَرَقَ,ذرق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6821,ذَرِقَ,ذرق,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6822,ذَرَمَ,ذرم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6823,ذَرَا,ذرو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6824,ذَرَى,ذري,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6825,ذَعَتَ,ذعت,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6826,ذَعَجَ,ذعج,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6827,ذَعَرَ,ذعر,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6828,ذَعِرَ,ذعر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6829,ذَعَطَ,ذعط,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6830,ذَعَفَ,ذعف,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6831,ذَعِفَ,ذعف,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6832,ذَعَقَ,ذعق,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6833,ذَعِنَ,ذعن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6834,ذَغَّ,ذغغ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6835,ذَفِرَ,ذفر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6836,ذَفَطَ,ذفط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6837,ذَفَّ,ذفف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6838,ذَفَّ,ذفف,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6839,ذَقَطَ,ذقط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6840,ذَقَنَ,ذقن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6841,ذَقِنَ,ذقن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6842,ذَكَرَ,ذكر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6843,ذَكِرَ,ذكر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6844,ذَكَا,ذكو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6845,ذَكِيَ,ذكو,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6846,ذَكُوَ,ذكو,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6847,ذَلَجَ,ذلج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6848,ذَلَغَ,ذلغ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6849,ذَلِغَ,ذلغ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6850,ذَلِفَ,ذلف,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6851,ذَلَقَ,ذلق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6852,ذَلِقَ,ذلق,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6853,ذَلُقَ,ذلق,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6854,ذَلَّ,ذلل,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6855,ذَلَى,ذلي,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6856,ذَمَأَ,ذمء,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6857,ذَمَتَ,ذمت,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6858,ذَمَرَ,ذمر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6859,ذَمَطَ,ذمط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6860,ذَمَلَ,ذمل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6861,ذَمَلَ,ذمل,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6862,ذَمَّ,ذمم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6863,ذَمَّ,ذمم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6864,ذَمِهَ,ذمه,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6865,ذَمَى,ذمي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6866,ذَمِيَ,ذمي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6867,ذَنَبَ,ذنب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6868,ذَنَبَ,ذنب,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6869,ذَنَّ,ذنن,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6870,ذَنَّ,ذنن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6871,ذَهَبَ,ذهب,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6872,ذَهِبَ,ذهب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6873,ذَهِرَ,ذهر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6874,ذَهَلَ,ذهل,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6875,ذَهِلَ,ذهل,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
6876,ذَهَنَ,ذهن,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6877,ذَهِنَ,ذهن,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
6878,ذَهُنَ,ذهن,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6879,ذَهَا,ذهو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6880,ذَابَ,ذوب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6881,ذَاجَ,ذوج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6882,ذَاحَ,ذوح,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6883,ذَادَ,ذود,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6884,ذَارَ,ذور,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6885,ذَاطَ,ذوط,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6886,ذَوِطَ,ذوط,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6887,ذَاعَ,ذوع,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6888,ذَافَ,ذوف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6889,ذَاقَ,ذوق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6890,ذَوَى,ذوي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6891,ذَوِيَ,ذوي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6892,ذَاجَ,ذيج,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6893,ذَاطَ,ذيط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6894,ذَاعَ,ذيع,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6895,ذَالَ,ذيل,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6896,ذَامَ,ذيم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6897,ذَانَ,ذين,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6898,رَأَبَ,رءب,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6899,رَأَدَ,رءد,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6900,رَؤُدَ,رءد,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6901,رَأَسَ,رءس,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6902,رَأَفَ,رءف,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6903,رَئِفَ,رءف,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6904,رَؤُفَ,رءف,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6905,رَأَمَ,رءم,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6906,رَئِمَ,رءم,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
6907,رَأَى,رءي,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6908,رَبَأَ,ربء,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6909,رَبَّ,ربب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6910,رَبَتَ,ربت,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6911,رَبِتَ,ربت,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6912,رَبَثَ,ربث,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6913,رَبُجَ,ربج,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6914,رَبِحَ,ربح,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6915,رَبَخَ,ربخ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6916,رَبِخَ,ربخ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6917,رَبَدَ,ربد,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6918,رَبِدَ,ربد,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6919,رَبِذَ,ربذ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6920,رَبُزَ,ربز,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6921,رَبَسَ,ربس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6922,رَبِشَ,ربش,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6923,رَبَصَ,ربص,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6924,رَبَضَ,ربض,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6925,رَبَضَ,ربض,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6926,رَبَطَ,ربط,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6927,رَبَطَ,ربط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6928,رَبَعَ,ربع,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6929,رَبَعَ,ربع,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6930,رَبَعَ,ربع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6931,رَبَغَ,ربغ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6932,رَبِغَ,ربغ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6933,رَبُغَ,ربغ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6934,رَبَقَ,ربق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6935,رَبَقَ,ربق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6936,رَبَكَ,ربك,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6937,رَبِكَ,ربك,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6938,رَبَلَ,ربل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6939,رَبَلَ,ربل,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6940,رَبَا,ربو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6941,رَبِيَ,ربو,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6942,رَتَأَ,رتء,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6943,رَتَبَ,رتب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6944,رَتَّ,رتت,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6945,رَتَجَ,رتج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6946,رَتِجَ,رتج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6947,رَتَخَ,رتخ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6948,رَتَعَ,رتع,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6949,رَتَقَ,رتق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6950,رَتَقَ,رتق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6951,رَتِقَ,رتق,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6952,رَتَكَ,رتك,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6953,رَتَكَ,رتك,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6954,رَتِلَ,رتل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6955,رَتَمَ,رتم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6956,رَتَنَ,رتن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6957,رَتَا,رتو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6958,رَثَأَ,رثء,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6959,رَثَّ,رثث,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6960,رَثَّ,رثث,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6961,رَثَدَ,رثد,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6962,رَثِدَ,رثد,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6963,رَثَطَ,رثط,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6964,رَثِعَ,رثع,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6965,رَثَمَ,رثم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6966,رَثِمَ,رثم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6967,رَثَا,رثو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6968,رَثَى,رثي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6969,رَثِيَ,رثي,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
6970,رَجَبَ,رجب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6971,رَجِبَ,رجب,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
6972,رَجَّ,رجج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6973,رَجَّ,رجج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6974,رَجَحَ,رجح,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6975,رَجَحَ,رجح,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6976,رَجَحَ,رجح,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6977,رَجَدَ,رجد,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6978,رَجَزَ,رجز,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6979,رَجِزَ,رجز,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6980,رَجَسَ,رجس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6981,رَجَسَ,رجس,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6982,رَجِسَ,رجس,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6983,رَجُسَ,رجس,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6984,رَجَعَ,رجع,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6985,رَجَفَ,رجف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6986,رَجَلَ,رجل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6987,رَجِلَ,رجل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6988,رَجَمَ,رجم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6989,رَجَنَ,رجن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6990,رَجِنَ,رجن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6991,رَجَا,رجو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6992,رَجِيَ,رجو,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6993,رَحِبَ,رحب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6994,رَحُبَ,رحب,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6995,رَحَّ,رحح,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6996,رَحَضَ,رحض,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6997,رَحَضَ,رحض,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6998,رَحَلَ,رحل,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6999,رَحِمَ,رحم,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
7000,رَحُمَ,رحم,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
7001,رَحَا,رحو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
7002,رَحَى,رحي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
7003,رَخَّ,رخخ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
7004,رَخَّ,رخخ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
