id,الفعل الماضي,الجذر,باب الصرفي,اللزوم والتعدي,تم تدقيقه,تم إعادة تدقيقه,صحيح (الجذر حقيقي),المرجع ( المصدر ),المصدر
6537,دَحَقَ,دحق,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6538,دَحَلَ,دحل,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6539,دَحِلَ,دحل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6540,دَحَمَ,دحم,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6541,دَحِنَ,دحن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6542,دَحَا,دحو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6543,دَحَا,دحو,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6544,دَحَى,دحي,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6545,دَخَّ,دخخ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6546,دَخَّ,دخخ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6547,دَخَرَ,دخر,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6548,دَخِرَ,دخر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6549,دَخَسَ,دخس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6550,دَخَسَ,دخس,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6551,دَخِسَ,دخس,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6552,دَخِشَ,دخش,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6553,دَخَصَ,دخص,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6554,دَخَضَ,دخض,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6555,دَخَلَ,دخل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6556,دَخِلَ,دخل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6557,دَخَمَ,دخم,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6558,دَخَنَ,دخن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6559,دَخَنَ,دخن,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6560,دَخَنَ,دخن,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6561,دَخِنَ,دخن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6562,دَخُنَ,دخن,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6563,دَرَأَ,درء,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6564,دَرِبَ,درب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6565,دَرَجَ,درج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6566,دَرِجَ,درج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6567,دَرَحَ,درح,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6568,دَرِحَ,درح,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6569,دَرِدَ,درد,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6570,دَرَّ,درر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6571,دَرَّ,درر,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6572,دَرَّ,درر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6573,دَرَزَ,درز,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6574,دَرِزَ,درز,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6575,دَرَسَ,درس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6576,دَرَسَ,درس,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6577,دَرُسَ,درس,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6578,دَرِصَ,درص,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6579,دَرَعَ,درع,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6580,دَرِعَ,درع,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6581,دَرَمَ,درم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6582,دَرِمَ,درم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6583,دَرِنَ,درن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6584,دَرَهَ,دره,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6585,دَرَى,دري,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6586,دَزَرَ,دزر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6587,دَسَرَ,دسر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6588,دَسَّ,دسس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6589,دَسَعَ,دسع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6590,دَسِقَ,دسق,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6591,دَسَمَ,دسم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6592,دَسَمَ,دسم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6593,دَسِمَ,دسم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6594,دَسَا,دسو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6595,دَشَّ,دشش,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6596,دَشَنَ,دشن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6597,دَشَا,دشو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6598,دَصَقَ,دصق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6599,دَظَّ,دظظ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6600,دَعَبَ,دعب,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6601,دَعِبَ,دعب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6602,دَعَتَ,دعت,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6603,دَعَثَ,دعث,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6604,دَعِثَ,دعث,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6605,دَعِجَ,دعج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6606,دَعَرَ,دعر,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6607,دَعِرَ,دعر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6608,دَعَزَ,دعز,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6609,دَعَسَ,دعس,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6610,دَعَصَ,دعص,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6611,دَعَظَ,دعظ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6612,دَعَّ,دعع,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6613,دَعَقَ,دعق,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6614,دَعَكَ,دعك,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6615,دَعِكَ,دعك,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6616,دَعَلَ,دعل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6617,دَعَمَ,دعم,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6618,دَعَنَ,دعن,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6619,دَعَا,دعو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6620,دَغَتَ,دغت,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6621,دَغَرَ,دغر,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6622,دَغِرَ,دغر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6623,دَغَشَ,دغش,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6624,دَغِصَ,دغص,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6625,دَغَفَ,دغف,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6626,دَغَلَ,دغل,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6627,دَغَمَ,دغم,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6628,دَغِمَ,دغم,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
6629,دَغَنَ,دغن,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6630,دَفِئَ,دفء,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6631,دَفُؤَ,دفء,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6632,دَفَرَ,دفر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6633,دَفِرَ,دفر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6634,دَفَعَ,دفع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6635,دَفَّ,دفف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6636,دَفَّ,دفف,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6637,دَفَقَ,دفق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6638,دَفَقَ,دفق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6639,دَفِقَ,دفق,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6640,دَفَنَ,دفن,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6641,دَفَا,دفو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6642,دَفِيَ,دفو,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6643,دَقِرَ,دقر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6644,دَقَسَ,دقس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6645,دَقِعَ,دقع,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6646,دَقَّ,دقق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6647,دَقَّ,دقق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6648,دَقَلَ,دقل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6649,دَقَمَ,دقم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6650,دَقَمَ,دقم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6651,دَقِمَ,دقم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6652,دَقَنَ,دقن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6653,دَقِيَ,دقي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6654,دَكَأَ,دكء,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6655,دَكَسَ,دكس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6656,دَكِسَ,دكس,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6657,دَكَعَ,دكع,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6658,دَكَّ,دكك,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6659,دَكَّ,دكك,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6660,دَكَلَ,دكل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6661,دَكَلَ,دكل,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6662,دَكَمَ,دكم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6663,دَكَنَ,دكن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6664,دَكِنَ,دكن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6665,دَلَثَ,دلث,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6666,دَلَجَ,دلج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6667,دَلَجَ,دلج,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6668,دَلَحَ,دلح,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6669,دَلِخَ,دلخ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6670,دَلَصَ,دلص,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6671,دَلِصَ,دلص,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6672,دَلَظَ,دلظ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6673,دَلَعَ,دلع,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6674,دَلَعَ,دلع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6675,دَلَغَ,دلغ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6676,دَلَفَ,دلف,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6677,دَلَقَ,دلق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6678,دَلَكَ,دلك,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6679,دَلَّ,دلل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6680,دَلَّ,دلل,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6681,دَلَّ,دلل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6682,دَلِمَ,دلم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6683,دَلَهَ,دله,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6684,دَلِهَ,دله,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6685,دَلَا,دلو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6686,دَلِيَ,دلو,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6687,دَمِثَ,دمث,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6688,دَمُثَ,دمث,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6689,دَمَجَ,دمج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6690,دَمَخَ,دمخ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6691,دَمَرَ,دمر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6692,دَمَسَ,دمس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6693,دَمَسَ,دمس,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6694,دَمِسَ,دمس,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6695,دَمِشَ,دمش,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6696,دَمَصَ,دمص,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6697,دَمِصَ,دمص,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6698,دَمَعَ,دمع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6699,دَمِعَ,دمع,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6700,دَمَغَ,دمغ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6701,دَمَغَ,دمغ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6702,دَمَقَ,دمق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6703,دَمَقَ,دمق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6704,دَمَكَ,دمك,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6705,دَمَلَ,دمل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6706,دَمِلَ,دمل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6707,دَمَّ,دمم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6708,دَمَّ,دمم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6709,دَمَّ,دمم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6710,دَمَّ,دمم,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6711,دَمَنَ,دمن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6712,دَمِنَ,دمن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6713,دَمِهَ,دمه,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6714,دَمِيَ,دمي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6715,دَنَأَ,دنء,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6716,دَنِئَ,دنء,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6717,دَنُؤَ,دنء,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6718,دَنَحَ,دنح,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6719,دَنَخَ,دنخ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6720,دَنِسَ,دنس,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6721,دَنَعَ,دنع,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,0,0, , 
6722,دَنِعَ,دنع,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6723,دَنِفَ,دنف,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6724,دَنَقَ,دنق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6725,دَنَقَ,دنق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6726,دَنَّ,دنن,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6727,دَنَّ,دنن,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
6728,دَنَا,دنو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6729,دَنِيَ,دنو,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6730,دَنُوَ,دنو,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6731,دَهَثَ,دهث,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6732,دَهَرَ,دهر,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6733,دَهِسَ,دهس,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6734,دَهُسَ,دهس,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6735,دَهَشَ,دهش,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6736,دَهِشَ,دهش,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6737,دَهَفَ,دهف,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6738,دَهَقَ,دهق,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6739,دَهَكَ,دهك,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6740,دَهَمَ,دهم,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6741,دَهِمَ,دهم,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
6742,دَهَنَ,دهن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6743,دَهِنَ,دهن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6744,دَهُنَ,دهن,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6745,دَهَا,دهو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6746,دَهُوَ,دهو,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6747,دَهَى,دهي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6748,دَهَى,دهي,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6749,دَهِيَ,دهي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6750,دَوِئَ,دوء,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6751,دَاجَ,دوج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6752,دَاحَ,دوح,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6753,دَاخَ,دوخ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6754,دَوِدَ,دود,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6755,دَارَ,دور,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6756,دَاسَ,دوس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6757,دَاشَ,دوش,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6758,دَوِشَ,دوش,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6759,دَاعَ,دوع,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6760,دَاغَ,دوغ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6761,دَافَ,دوف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,0,0, , 
6762,دَاقَ,دوق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6763,دَاكَ,دوك,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,0,0, , 
6764,دَالَ,دول,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6765,دَامَ,دوم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6766,دَانَ,دون,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,0,0, , 
6767,دَوِيَ,دوي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6768,دَاثَ,ديث,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6769,دَاجَ,ديج,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6770,دَاخَ,ديخ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6771,دَاصَ,ديص,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,0,0, , 
6772,دَاقَ,ديق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,0,0, , 
6773,دَانَ,دين,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,0,0, , 
6774,ذَأَبَ,ذءب,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6775,ذَئِبَ,ذءب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,0,0, , 
6776,ذَؤُبَ,ذءب,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,0,0, , 
6777,ذَأَتَ,ذءت,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,0,0, , 
6778,ذَأَجَ,ذءج,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,0,0, , 
6779,ذَئِجَ,ذءج,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,0,0, , 
